original_row_num,url,crawl_time,crawl_status,error_msg,api,package,language,deprecated_in,removed_in,replaced_by,change_type,reason,source
47,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.GetRawData,2025-11-03 19:41:12,success,,Gin Web Framework,github.com/gin-gonic/gin,Go,v1.7.0,,CustomRecovery,API Deprecation,The `AppEngine` feature was deprecated in favor of using `TrustedPlatform` to provide a more flexible and standardized integration with Google App Engine.,https://github.com/gin-gonic/gin
51,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.GetStringMapStringSlice,2025-11-03 19:41:13,success,,CreateTestContext,gin,Go,,,CreateTestContextOnly,API Deprecation,To provide a more consistent and simplified method for test context creation.,https://gin-gonic.com/docs/api-reference/
50,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.GetStringMapString,2025-11-03 19:41:13,success,,CreateTestContext,github.com/gin-gonic/gin,Go,v1.3.0,,CreateTestContextOnly,API Deprecation,Improved functionality and better testing support introduced in replacement API.,https://gin-gonic.com
42,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.GetPostFormArray,2025-11-03 19:40:15,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,Introduced a new method `CreateTestContextOnly` for more specific testing needs while preserving the original functionality when paired with `Engine`. `CreateTestContextOnly` focuses on cleaner testing within predefined engines.,https://gin-gonic.com/
60,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.Header,2025-11-03 19:42:15,success,,SetTrustedProxies,gin-gonic/gin,Go,v1.7.5,,,Behavior Change,Improved security by allowing configuration of trusted proxies directly to better handle alternative client IP headers.,https://github.com/gin-gonic/gin
64,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.JSON,2025-11-03 19:42:17,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,To introduce a more precise and streamlined alternative for testing purposes.,https://gin-gonic.com/docs/
67,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.MustBindWith,2025-11-03 19:42:19,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,Refinement for testing purposes and separation of concerns between context creation and Engine initialization.,https://pkg.go.dev/github.com/gin-gonic/gin
66,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.MultipartForm,2025-11-03 19:42:19,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,Improved function for test context creation that doesn’t require an engine instance.,https://github.com/gin-gonic/gin/blob/v1.8.2/gin.go
77,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.PureJSON,2025-11-03 19:43:19,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,CreateTestContext was refined with CreateTestContextOnly to separate engine initialization and context creation for cleaner testing capabilities.,https://gin-gonic.com/
84,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.SSEvent,2025-11-03 19:44:17,success,,Mode,github.com/gin-gonic/gin,Go,,,SetMode,Behavior Change,Encapsulation of mode configuration to allow more explicit control over the framework's behavior.,https://gin-gonic.com/docs
86,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.SecureJSON,2025-11-03 19:44:18,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,New API introduced for clearer functionality during e2e testing.,https://gin-gonic.com
93,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.ShouldBindHeader,2025-11-03 19:44:24,success,,CreateTestContext(w http.ResponseWriter),github.com/gin-gonic/gin,Go,,,"CreateTestContextOnly(w http.ResponseWriter, r *Engine)",API Deprecation,To provide a more specific implementation allowing precise testing context setup for individual test cases.,https://gin-gonic.com/docs/api/
97,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.ShouldBindUri,2025-11-03 19:45:18,success,,Gin Web Framework,github.com/gin-gonic/gin,Go,v1.7.5,,,API Deprecation,The `AppEngine` field in the `Engine` struct was deprecated to encourage adoption of the `TrustedPlatform` option for better integration with platform-specific headers. This allows enhanced compatibility and customizability when working with platforms like Google App Engine.,https://gin-gonic.com/docs/version/v1.7.5/
96,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.ShouldBindTOML,2025-11-03 19:45:18,success,,SetTrustedProxies,github.com/gin-gonic/gin,Go,v1.7.5,,,Behavior Change,Improved security by enabling selective trust for specific proxies.,https://github.com/gin-gonic/gin
98,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.ShouldBindWith,2025-11-03 19:45:19,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,Enhanced alternative introduced for clearer testing purposes with better compatibility in testing environments.,https://gin-gonic.com/docs/testing
95,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.ShouldBindQuery,2025-11-03 19:45:17,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,Introduced a new method (CreateTestContextOnly) for testing purposes to separate context creation logic for more clarity.,https://gin-gonic.com/docs/
101,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.Status,2025-11-03 19:45:21,success,,CreateTestContext,gin,Go,v1.8.2,,,API Addition,"Enhancement for testing purposes, providing a fresh engine and context specifically for unit testing.",https://gin-gonic.com
103,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Context.String,2025-11-03 19:45:24,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,Simplified testing by separating functionalities and allowing for easier context creation without an engine.,https://github.com/gin-gonic/gin
113,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#EnableJsonDecoderUseNumber,2025-11-03 19:46:21,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,CreateTestContext was enhanced with CreateTestContextOnly for more testing control.,https://gin-gonic.com/
111,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#DisableConsoleColor,2025-11-03 19:46:21,success,,CreateTestContext,gin,Go,,,CreateTestContextOnly,API Deprecation,To provide better context-based testing for requests without requiring a full Engine instance.,https://github.com/gin-gonic/gin
114,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#ForceConsoleColor,2025-11-03 19:46:23,success,,CreateTestContext,gin,Go,,,CreateTestContextOnly,API Deprecation,CreateTestContext was replaced by CreateTestContextOnly for improved testing functionality. This change allows a more focused testing context tied directly to the engine specified.,https://gin-gonic.com/
112,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#EnableJsonDecoderDisallowUnknownFields,2025-11-03 19:46:21,success,,CreateTestContext,gin,Go,v1.8.2,,CreateTestContextOnly,API Deprecation,The API was updated to differentiate between creating a context for testing with or without an associated Engine.,https://gin-gonic.com/
122,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Engine.Handler,2025-11-03 19:47:22,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Modification,"CreateTestContext was modified for better testing capabilities, introducing CreateTestContextOnly for isolated test contexts based on the engine.",https://gin-gonic.com/docs/v1.8.2/#CreateTestContextOnly
128,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Engine.Run,2025-11-03 19:47:29,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,"CreateTestContext was updated to support different testing scenarios for mock context creation with flexible options, leading to the introduction of CreateTestContextOnly in v1.8.2, which provides enhanced testing functionality.",https://gin-gonic.github.io/reference
124,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Engine.LoadHTMLGlob,2025-11-03 19:47:23,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,To provide a more streamlined API for testing purposes and compatibility.,https://gin-gonic.com/
126,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Engine.NoRoute,2025-11-03 19:47:24,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,CreateTestContextOnly was introduced in v1.8.2 to offer improved testing capabilities by creating a context based specifically on the provided engine for more reliable testing.,https://gin-gonic.com/docs/methods
123,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Engine.LoadHTMLFiles,2025-11-03 19:47:23,success,,ShouldBindBodyWith,github.com/gin-gonic/gin,Go,v1.9.1,,ShouldBindWith,API Deprecation,"The ShouldBindWith method provides better performance as it avoids storing request body into the context, which is deemed more efficient than storing for reuse.",https://gin-gonic.com/docs/
131,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Engine.RunTLS,2025-11-03 19:48:24,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,The new API `CreateTestContextOnly` provides a more streamlined and specific testing functionality.,https://gin-gonic.com/
135,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Engine.SetFuncMap,2025-11-03 19:48:24,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,Simplification of testing context creation with a more specific function for test scenarios.,https://github.com/gin-gonic/gin
134,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Engine.ServeHTTP,2025-11-03 19:48:24,success,,gin-gonic/gin,gin,Go,1.7.5,,Engine.SetTrustedProxies(nil),API Deprecation,The `AppEngine` field was deprecated in favor of using `TrustedPlatform` with the value `gin.PlatformGoogleAppEngine` for better integration with Google App Engine.,https://gin-gonic.com/docs
143,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Error.SetMeta,2025-11-03 19:48:31,success,,CreateTestContext,github.com/gin-gonic/gin,Go,v1.8.2,,CreateTestContextOnly,API Deprecation,Improved API functionality and clarity with separate testing context only method.,https://github.com/gin-gonic/gin
140,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Error.IsType,2025-11-03 19:48:29,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,CreateTestContextOnly was introduced in v1.8.2 to provide a more focused and efficient context creation mechanism for testing purposes.,https://gin-gonic.com/docs
144,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Error.SetType,2025-11-03 19:49:25,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,Behavior Change,The introduction of `CreateTestContextOnly` ensures a more explicit API for use cases that require testing with an existing engine context.,https://gin-gonic.com/docs/api
137,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Engine.SetTrustedProxies,2025-11-03 19:48:25,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,Simplified testing and improved clarity by using a dedicated method (`CreateTestContextOnly`) without returning an engine instance.,https://gin-gonic.com/
147,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#BasicAuthForRealm,2025-11-03 19:49:26,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,To provide clearer separation and use within testing environments by introducing a method solely for context creation without engine interaction.,https://pkg.go.dev/github.com/gin-gonic/gin#CreateTestContext
145,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Error.Unwrap,2025-11-03 19:49:25,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,Behavior Change,Enhancing testing efficiency by returning a fresh testing context based on the engine.,https://gin-gonic.com/docs/
148,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Bind,2025-11-03 19:49:26,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,Simplified API for testing purposes and improved clarity. `CreateTestContextOnly` provides a more focused behavior for testing using an existing engine.,https://gin-gonic.com/docs
150,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#CustomRecoveryWithWriter,2025-11-03 19:49:31,success,,Gin Framework APIs,github.com/gin-gonic/gin,Go,v1.7.5,v1.9.1,,API Deprecation,The 'AppEngine' boolean configuration was deprecated in favor of using `TrustedPlatform` with a value `gin.PlatformGoogleAppEngine`. This change allows better integration with Google App Engine and aligns with modern usage of platform-specific header configuration.,https://gin-gonic.com/docs/
161,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Accounts,2025-11-03 19:50:29,success,,CreateTestContext(w),github.com/gin-gonic/gin,Go,,,"CreateTestContextOnly(w, r)",API Deprecation,The method CreateTestContext was updated to provide additional functionality through CreateTestContextOnly by enabling context creation with an engine parameter.,https://gin-gonic.com/docs
174,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#Negotiate,2025-11-03 19:51:35,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,The CreateTestContext function was superseded by CreateTestContextOnly for better clarity and compatibility in testing contexts starting from version v1.8.2.,https://github.com/gin-gonic/gin
178,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#ResponseWriter,2025-11-03 19:52:29,success,,CreateTestContext,github.com/gin-gonic/gin,Go,v1.8.0,,CreateTestContextOnly,API Deprecation,"CreateTestContext was deprecated as it returned both `Context` and `Engine`, which could lead to ambiguity. The new `CreateTestContextOnly` method is introduced to provide a streamlined API with only the `Context` returned for better clarity.",https://github.com/gin-gonic/gin
181,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#RoutesInfo,2025-11-03 19:52:31,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,CreateTestContextOnly was introduced in v1.8.2 to better support testing with an Engine instance.,https://gin-gonic.com/
179,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#RouteInfo,2025-11-03 19:52:30,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,Improved testing API with clearer naming to distinguish between the creation of a full engine and context for testing versus just creating a context.,https://gin-gonic.com
187,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#RouterGroup.HEAD,2025-11-03 19:52:36,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,Simplification and alignment with testing requirements.,https://github.com/gin-gonic/gin/releases
189,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#RouterGroup.Match,2025-11-03 19:52:37,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Deprecation,Improved testing context creation without dependencies on the Engine.,https://gin-gonic.com/docs/
186,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#RouterGroup.Group,2025-11-03 19:52:35,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,Parameter Change,Simplify testing process with a more refined method.,https://gin-gonic.com/docs/v1.9.1/
185,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#RouterGroup.GET,2025-11-03 19:52:35,success,,CreateTestContext,github.com/gin-gonic/gin,Go,,,CreateTestContextOnly,API Introduction,"The `CreateTestContextOnly` API was introduced in v1.8.2 to return a fresh context based on the engine specifically for test purposes, distinguishing it from the older `CreateTestContext` API.",https://pkg.go.dev/github.com/gin-gonic/gin
194,https://pkg.go.dev/github.com/gin-gonic/gin@v1.9.1#RouterGroup.Static,2025-11-03 19:53:33,success,,CreateTestContext,github.com/gin-gonic/gin,Go,v1.3.0,,CreateTestContextOnly,API Deprecation,CreateTestContext serves testing purposes but was deprecated in favor of CreateTestContextOnly to provide a more precise context for testing.,https://github.com/gin-gonic/gin
