original_row_num,url,crawl_time,crawl_status,error_msg,api,package,language,deprecated_in,removed_in,replaced_by,change_type,reason,source
22,https://wg21.cmeerw.net/cwg/issue2300,2025-11-03 17:06:42,success,,,,,,,,,"The issue arises from distinct closure types created by lambda expressions in two separate translation units, leading to a violation of the One Definition Rule (ODR). This causes incompatibility when identical entities are expected across translation units.",https://wg21.cmeerw.org/2300
27,https://wg21.cmeerw.net/cwg/issue2235,2025-11-03 17:06:43,success,,partial ordering and non-dependent types,,C++,,,,Behavior Change,To improve clarity and correctness in determining template specialization in cases with non-deduced contexts or non-dependent types.,https://cmeerw.org/issues/WG21_CWG_Issue_2235
29,https://wg21.cmeerw.net/cwg/issue2359,2025-11-03 17:06:46,success,,,,C++,,,,Behavior Change,The initialization form of designated-initializers was clarified to correctly match the intended initialization process.,http://wg21.link/cwg2359
28,https://wg21.cmeerw.net/cwg/issue2303,2025-11-03 17:06:46,success,,f,template.deduct.call,C++,,,,Behavior Change,"To resolve ambiguity in template argument deduction for variadic inheritance, preferring more derived specializations.",https://cmeerw.org/issues/2303
32,https://wg21.cmeerw.net/cwg/issue1938,2025-11-03 17:06:48,success,,__STDC_HOSTED__,Standard C library,C++,,,,Behavior Change,"To classify whether an implementation is hosted or freestanding as implementation-defined, giving more explicit documentation requirements.",https://cmeerw.org/issues/1938
31,https://wg21.cmeerw.net/cwg/issue1076,2025-11-03 17:06:48,success,,7.2.1 [basic.lval] - Value categories and lvalue temporaries,,C++,,,Resolution of issue 1299,Behavior Change,"The taxonomy of value categories classified temporaries incorrectly as prvalues, but certain temporaries were explicitly referred to as lvalues, necessitating a correction.",https://www.cmeerw.org/issues/1076
33,https://wg21.cmeerw.net/cwg/issue2237,2025-11-03 17:06:49,success,,Simple-template-id for Constructor or Destructor,WG21 CWG,C++,C++17,C++20,Injected-class-name,API Removal,Remove potentially error-prone option for redundancy,https://wg21.cmeerw.org/issues/2237
34,https://wg21.cmeerw.net/cwg/issue2305,2025-11-03 17:06:49,success,,Explicit instantiation of constexpr or inline variable template,WG21 CWG Issues,C++,2017-08,,,Behavior Change,To ensure consistency and prevent misuse of the 'inline' and 'constexpr' specifiers in explicit instantiation contexts for variable templates.,https://cmeerw.org/explicit_instantiation_issue2305
35,https://wg21.cmeerw.net/cwg/issue2360,2025-11-03 17:06:50,success,,[[maybe_unused]] Attribute,N/A,C++,,,,Behavior Change,"Allow structured bindings to be annotated with [[maybe_unused]] to suppress warnings about unused variables or structured bindings, improving clarity and compatibility in code annotations.",http://cmeerw.org/issues/2360
36,https://wg21.cmeerw.net/cwg/issue2418,2025-11-03 17:06:51,success,,,,C++,,,,Behavior Change,"The term 'usable in constant expressions' was previously ambiguous and inconsistently applied to objects beyond variables, such as members and temporary objects. The definitions were expanded and clarified to address these inconsistencies and better align with existing references in the specification.",https://cplusplus.github.io/2021/07/cwg-issues.html#2418
40,https://wg21.cmeerw.net/cwg/issue2307,2025-11-03 17:06:54,success,,,,,,,,,,https://cplusplus.github.io/corewg/issue2307
38,https://wg21.cmeerw.net/cwg/issue1943,2025-11-03 17:06:53,success,,,,,,,,,"The term 'bit' had unspecified meaning in the context of bit-fields, including whether a bit-field has a sign bit, and defining it in terms of a value of 2^n. These ambiguities were addressed in the November 2018 WG21 CWG meeting as part of paper P1236R1 to improve clarity and correctness.",https://wg21.cmeerw.org/issue1943
37,https://wg21.cmeerw.net/cwg/issue1271,2025-11-03 17:06:52,success,,typename-specifier handling for dependent types,,C++,,,,Behavior Change,The original behavior and wording were deemed imprecise in defining how typename-specifiers handle qualified-id for dependent types. This could lead to unintended errors in programs due to compiler diagnostics not aligning with programmer intent.,http://cmeerw.org/issues/1271
39,https://wg21.cmeerw.net/cwg/issue2241,2025-11-03 17:06:54,success,,,,,,,,Behavior Change,"Overload resolution is not invoked when there's a single function, leading to inconsistency in how viable functions and conversion sequences are applied. This behavior was addressed as part of issue 2092.",https://cplusplus.github.io/LWG/issue2241
41,https://wg21.cmeerw.net/cwg/issue2365,2025-11-03 17:06:54,success,,dynamic_cast,C++ Standard Library,C++,,,,Behavior Change,"The specification for `dynamic_cast` was confusing and could mislead developers about null pointer values in the pointer case, as well as runtime type identification requirements for polymorphic class types. The clarification ensures consistent behavior regardless of compile-time assessments.",https://wg21.link/cwg2365
42,https://wg21.cmeerw.net/cwg/issue2419,2025-11-03 17:06:55,success,,Pointer Arithmetic and Comparison Updates,WG21 C++ Standard,C++,C++17,C++20,"Updated behavior for pointer arithmetic and address handling (C++20 changes to [expr.add], [expr.unary.op], and [basic.compound])",Behavior Change,"To improve generality and correctness when treating pointers to objects as part of single-element arrays, explicitly restricting certain pointer arithmetic and comparison operations.",https://cmeerw.org/issues/Issue2419
45,https://wg21.cmeerw.net/cwg/issue2249,2025-11-03 17:06:57,success,,id-expression,,C++,2018,,,Behavior Change,The behavior of identifiers as id-expressions was updated to explicitly disallow undeclared identifiers as primary expressions. This aimed to resolve ambiguity and circular definitions introduced by grammatical rules.,https://cmeerw.org/issues/2249
43,https://wg21.cmeerw.net/cwg/issue1299,2025-11-03 17:06:56,success,,Temporary Objects & Temporary Expressions,Standard C++ Library,C++,N/A,N/A,Updated rules for handling temporary objects and expressions,Behavior Change,To clarify the lifetime rules for temporary objects and align them with correct API usage practices in the Standard.,https://wg21.cmeerw.org/cwg/issue1299
44,https://wg21.cmeerw.net/cwg/issue1983,2025-11-03 17:06:56,success,,virt-specifier,WG21 CWG,C++,,,,Behavior Change,"The restriction that a `virt-specifier` may appear only in the declaration of a virtual function was insufficient to prevent improper use cases of the specifier, such as attaching `final` to non-valid cases like friend functions or specific template instantiations.",https://cmeerw.org/issues/1983
46,https://wg21.cmeerw.net/cwg/issue2309,2025-11-03 17:06:57,success,,constexpr function,N/A,C++,,,,Behavior Change,Updated restrictions on nested statements within `constexpr` functions to clarify ambiguities in the standard and ensure compatibility with existing constructs.,https://cplusplus.github.io/LWG/issues/2309.html
48,https://wg21.cmeerw.net/cwg/issue2422,2025-11-03 17:07:00,success,,deduction-guide,temp.deduct.guide,C++,,,explicit-specifier,Behavior Change,"The grammar of deduction-guide syntax was incorrect, requiring the grammar to adopt 'explicit-specifier' instead of 'explicit' for improved clarity and consistency with related sections.",https://cmeerw.org/issues/2422
47,https://wg21.cmeerw.net/cwg/issue2366,2025-11-03 17:06:59,success,,,,C++,,,,Behavior Change,"The API changes introduce clarification and updates to rules for constant initialization in static/thread storage duration objects, ensuring well-formed examples that align with the intended behavior of constant initialization.",https://cmeerw.org/issues/2366
49,https://wg21.cmeerw.net/cwg/issue1331,2025-11-03 17:07:01,success,,Defaulted copy constructor,N/A,C++,,,,Behavior Change,"The current requirements restricted copies for template classes if their subobjects lack corresponding functions with a reference to const parameter, even when those functions are not invoked.",https://wg21.cmeerw.org/issues/1331
51,https://wg21.cmeerw.net/cwg/issue2253,2025-11-03 17:07:02,success,,,,,,,,Behavior Change,Clarify the handling of unnamed bit-fields and padding bits during zero-initialization in the C++ standard.,https://cmeerw.org/issues/2253
50,https://wg21.cmeerw.net/cwg/issue2020,2025-11-03 17:07:02,success,,odr-use of implicitly-invoked functions,WG21 standards documentation (C++ language),C++,,,,Behavior Change,"The normative text of the specification did not align with practical usage, leading to ambiguity around odr-use and invocation of functions. Additionally, conflicting references were discovered in the specification, necessitating clarification.",https://cmeerw.org/issues/2020
53,https://wg21.cmeerw.net/cwg/issue2368,2025-11-03 17:07:03,success,,three-way constant comparison,,C++,October 2018 teleconference consensus,February 2019 (Accepted as DR),Relational operators with specified behavior for comparison,Behavior Change,Discrepancy between three-way and relational comparisons disqualifying them as constant expressions. This led to odd results in practice for pointer comparisons that returned unspecified values.,https://wg21.cmeerw.org/issues/2368
55,https://wg21.cmeerw.net/cwg/issue1332,2025-11-03 17:07:05,success,,universal-character-name handling,N/A,C++,,,,Behavior Change,"The handling of invalid universal-character-names was clarified editorially to resolve inconsistencies regarding surrogate and control characters in certain ranges, as well as those not designating valid Unicode code points.",https://www.cmeerw.org/issues/1332
59,https://wg21.cmeerw.net/cwg/issue2371,2025-11-03 17:07:08,success,,,,,,,,,,https://cmeerw.org/issues/2371
54,https://wg21.cmeerw.net/cwg/issue2424,2025-11-03 17:07:05,success,,constexpr constructor initialization requirements for variant members,WG21 C++ standard library,C++,C++20,,,Behavior Change,"The requirement that constexpr constructors for union and union-like classes must initialize 'exactly' one variant member was deemed unnecessarily strict. The strictness was modified to allow 'at most' one variant member to be initialized, aligning better with practical usage scenarios and avoiding inadvertent restrictions.",https://cmeerw.org/issues/2424
56,https://wg21.cmeerw.net/cwg/issue2045,2025-11-03 17:07:06,success,,,,,,,,Behavior Change,"The requirement of identical template parameter lists between equivalent function templates was deemed confusing, as the names of template parameters are not considered.",https://cplusplus.github.io/LWG/issues/2045
57,https://wg21.cmeerw.net/cwg/issue2254,2025-11-03 17:07:07,success,,Pointer-Interconvertibility Rules for Standard-Layout Classes,C++ Standard (WG21 committee updates),C++,N/A,N/A,Updated pointer-interconvertibility definitions,Behavior Change,"Ensure pointer-interconvertibility rules account for cases involving bit-fields in standard-layout classes, resolving ambiguities in object memory layout and alignment.",https://www.cmeerw.org/issues/2254
58,https://wg21.cmeerw.net/cwg/issue2313,2025-11-03 17:07:08,success,,,,C++,N/A,N/A,N/A,Behavior Change,"The existing rules for structured binding declarations declared bindings as reference types, which allowed for redeclarations across translation units. This was deemed inconsistent and unreasonable for user-defined cases compared to built-in cases.",https://cplusplus.github.io/EWG/ewg-active.html#2313
60,https://wg21.cmeerw.net/cwg/issue2426,2025-11-03 17:07:11,success,,Destructor handling for return statements,Standard C++ Library,C++,,,,Behavior Change,The destructor reference was incorrectly required even though it could not be invoked in certain return statement situations. This behavior was clarified and refined to align with expected semantics.,https://cmeerw.org/issues/2426
61,https://wg21.cmeerw.net/cwg/issue1426,2025-11-03 17:07:11,success,,Allowing additional parameter types in defaulted functions,,C++,,,,Parameter Change,"To provide flexibility and safety in handling defaulted functions by allowing the inverse situation for parameter types, aligning the behavior with the sub-object copy functions.","https://www.open-std.org/jtc1/sc22/wg21/docs/papers/2017/p0641r2.pdf (referenced in 'Adopted at the November, 2017 meeting')"
62,https://wg21.cmeerw.net/cwg/issue2051,2025-11-03 17:07:12,success,,Alias Rules,WG21 CWG Issues,C++,2019-01-15,,,Behavior Change,The aliasing rules were adapted from C but included additions specific to C++. Some provisions were found unnecessary or redundant in C++ compared to how struct assignments were handled in C.,https://cmeerw.org/issues/2051
63,https://wg21.cmeerw.net/cwg/issue2255,2025-11-03 17:07:12,success,,Static Data Member Template Instantiation,Standard Template Library (STL),C++,,,,Behavior Change,"To clarify the behavior and status of a specialization of a `static data member` template, ensuring consistency in usage under standard specifications.",https://wg21.cmeerw.org/cwg/issue2255
65,https://wg21.cmeerw.net/cwg/issue2372,2025-11-03 17:07:14,success,,,,,,,,Behavior Change,"The previous behavior for block-scope extern declarations did not account for matching rules when entity types differed, leading to incorrect linkage assignment within translation units.",https://cmeerw.org/2372
64,https://wg21.cmeerw.net/cwg/issue2315,2025-11-03 17:07:14,success,,copy/move constructor behavior when dealing with variant members,,C++,Not applicable,Not applicable,,Behavior Change,"The original specification did not clearly define the behavior of defaulted copy/move constructors for classes with variant members that have non-trivial constructors, particularly for union-like classes.",https://cmeerw.org/issues/2315
66,https://wg21.cmeerw.net/cwg/issue2427,2025-11-03 17:07:16,success,,volatile-qualified type assignment,,C++,C++20,,,API Deprecation,"Using volatile-qualified types in assignments is considered deprecated unless it is a discarded-value expression or appears in an unevaluated context, as it may result in unintended behavior during subsequent value fetches.",https://cmeerw.org/issues/2427
68,https://wg21.cmeerw.net/cwg/issue2053,2025-11-03 17:07:17,success,,Lambda auto type-specifier,Standard C++,C++,,,Updated auto semantics with accompanying resolution by issue 2447,Behavior Change,The change clarifies the semantics of `auto` in non-generic lambdas and excludes trailing-return-type considerations for enhanced consistency within the C++20 specification.,https://cplusplus.github.io/CWG/issues/2053.html
67,https://wg21.cmeerw.net/cwg/issue1469,2025-11-03 17:07:17,success,,new-type-id,WG21 CWG (C++ Evolution Working Group),C++,2012-08-15,,Syntax allowing inferred bounds from braced-init-list initializer,Behavior Change,"The previous syntax required an explicit expression to define array bounds, even though bounds could be inferred from a braced-init-list initializer. This change simplifies and aligns behavior more effectively with aggregate initialization rules.",https://cmeerw.org/issues/1469
69,https://wg21.cmeerw.net/cwg/issue2256,2025-11-03 17:07:18,success,,N/A,Standard Library,C++,,,,Behavior Change,"Consistency in object lifetime rules regardless of trivial destructors, aligning with destruction and storage lifetime expectations.",https://wg21.cmeerw.org/issues/2256
70,https://wg21.cmeerw.net/cwg/issue2317,2025-11-03 17:07:19,success,,Default Member Initializer Behavior,Standard Template Library (STL),C++,N/A,N/A,Updated default member initializer rules,Behavior Change,Prevent self-referential default member initializers to avoid ambiguities and ill-formed programs.,WG21 CWG Issue 2317
71,https://wg21.cmeerw.net/cwg/issue2373,2025-11-03 17:07:20,success,,Incorrect handling of static member function templates in partial ordering,,C++,,,,Behavior Change,"The handling of static member function templates was incorrect based on 13.7.7.3 [temp.func.order], resulting in wrong answers for certain usage scenarios. This issue was rectified to ensure correct ordering in the presence of non-static and static member templates.",https://wg21.cmeerw.org/issue2373
73,https://wg21.cmeerw.net/cwg/issue1523,2025-11-03 17:07:22,success,,Point of declaration in range-based for,WG21 CWG Issues,C++,Not applicable,Not applicable,Not applicable,Behavior Change,"To resolve contradictions between general declaration rules and the behavior of range-based for statements, ensuring clarity and correctness in variable scoping.",https://cmeerw.org/issues/1523
74,https://wg21.cmeerw.net/cwg/issue2059,2025-11-03 17:07:24,success,,Linkage and deduced return types,WG21 CWG Issue 2059,C++,2016-02-15,2018-03-15,,Behavior Change,"The existing linkage rules were deemed redundant as the One Definition Rule (ODR) already prohibits use of an entity that is not defined in the current translation unit and cannot be defined in a different translation unit. Additionally, deduced return types made it possible to access local static variables allowing unforeseen behaviors.",https://cmeerw.org/issues/2059
72,https://wg21.cmeerw.net/cwg/issue2429,2025-11-03 17:07:22,success,,thread_local variables initialization behavior,Standard Library (C++),C++,,,,Behavior Change,Address issues where thread_local variables declared in block scope may remain uninitialized when accessed by lambdas in new threads. This aims to prevent runtime errors and increase predictability of thread_local variables' behavior.,https://wg21.cmeerw.org/cwg/issue2429
76,https://wg21.cmeerw.net/cwg/issue2318,2025-11-03 17:07:24,success,,template argument deduction,WG21 CWG [C++ Standard Template Library],C++,,,,Behavior Change,"Clarified parameter deduction behavior when handling initializer lists under non-deduced contexts. The ambiguity in parameter deduction caused conflicts in certain scenarios, leading to failures in template argument deduction.",https://cmeerw.org/issues/2318
75,https://wg21.cmeerw.net/cwg/issue2257,2025-11-03 17:07:24,success,,Lifetime extension of references vs exceptions,WG21 CWG,C++,,,,Behavior Change,"To ensure temporary objects are destroyed immediately upon exceptions, which avoids implementation divergence and strengthens consistency in exception handling behavior in C++.",https://cmeerw.org/issues/2257
77,https://wg21.cmeerw.net/cwg/issue2374,2025-11-03 17:07:26,success,,enum direct-list-initialization,WG21 CWG Issues,C++,C++17,C++20,Updated rules for narrowing conversion in enum initialization,Behavior Change,"The overly permissive specification allowed conversions from different scoped enumeration types, violating the intended behavior.",https://cmeerw.org/issues/2374
78,https://wg21.cmeerw.net/cwg/issue2430,2025-11-03 17:07:27,success,,Completeness of return and parameter types of member functions,WG21 CWG Issues,C++,c++20,,,Behavior Change,Ensured completeness and correctness of return and parameter types for member functions such that incomplete or abstract class types are disallowed as parameters or return types in specific contexts. This eliminates ambiguity in implementation and enforces stricter compliance.,https://wg21.link/2430
80,https://wg21.cmeerw.net/cwg/issue2080,2025-11-03 17:07:29,success,,union member initialization,WG21 C++ Standard,C++,,,,Behavior Change,"The example with an empty anonymous union violates Section 11.4 [class.mem] paragraph 1 requirements, as member declarations must declare at least one member name of the class.",http://cmeerw.org/issues/2080
79,https://wg21.cmeerw.net/cwg/issue1581,2025-11-03 17:07:29,success,,constexpr functions,N/A,C++,,,,Behavior Change,Ambiguity surrounding the instantiation of `constexpr` member functions during constant and unevaluated expression evaluation as revealed by inconsistencies in program validity. Implementations diverged in behavior due to unclear rules.,https://wg21.cmeerw.org/cwg/issue1581
81,https://wg21.cmeerw.net/cwg/issue2260,2025-11-03 17:07:29,success,,Explicit specializations of deleted member functions,WG21 CWG,C++,N/A,N/A,,Behavior Change,"To ensure conformity with the Standard by explicitly specializing deleted member functions, ensuring ill-formed redefinition scenarios are correctly handled.",http://www.open-std.org/jtc1/sc22/wg21/docs/papers/2018/
82,https://wg21.cmeerw.net/cwg/issue2321,2025-11-03 17:07:30,success,,Conditional Operator and cv-qualified Class prvalues,,C++,,,,Behavior Change,The conditional operator handling of cv-qualified class prvalues was revised to ensure implicit conversion compatibility and to handle cv-qualification as a tie-breaker only when the class types are otherwise the same.,https://cplusplus.github.io/conformance.html (WG21 CWG Issue 2321)
52,https://wg21.cmeerw.net/cwg/issue2310,2025-11-03 17:07:02,success,,Derived-to-base pointer conversions,N/A,C++,,,,Behavior Change,Clarification of derived-to-base pointer conversions requiring the derived class to be complete at the point of conversion. This addresses implementation divergence and ensures consistent behavior.,"https://cmeerw.org/issue2310 (WG21 CWG Issues, Issue 2310)"
83,https://wg21.cmeerw.net/cwg/issue2376,2025-11-03 17:07:31,success,,Class template argument deduction with array declarator,,C++,2018-11-15,,,Behavior Change,"Existing implementations rejected usage; declarator operators are not permitted, aligning with the intent of the Standard regarding `decltype(auto)`.",https://cmeerw.org/issues/2376
84,https://wg21.cmeerw.net/cwg/issue2431,2025-11-03 17:07:32,success,,Full-expressions and temporaries bound to references,,C++,,,,Behavior Change,"The destruction of temporaries bound to references was excluded from being treated as full-expressions, to clarify behavior and potentially eliminate ambiguities.",https://cmeerw.org/issues/2431
87,https://wg21.cmeerw.net/cwg/issue2266,2025-11-03 17:07:35,success,,temp.dep.type: bullet 6.3.2,,C++,,,,Behavior Change,Clarify the criteria for determining whether a name denotes a member of an unknown specialization in dependent types. The term 'type-dependent' was preferred over 'has dependent type' to correctly describe expressions rather than declarations.,https://cmeerw.org/issues/2266
85,https://wg21.cmeerw.net/cwg/issue1621,2025-11-03 17:07:34,success,,Anonymous Union Non-static Member Initializer,N/A,C++,,,,Behavior Change,Clarification and updates to C++ standards regarding the behavior and rules for non-static data member initializers in anonymous unions. Ambiguities caused issues in compilers and confusions regarding object construction.,https://cmeerw.org/issue1621 (WG21 CWG Issue #1621)
89,https://wg21.cmeerw.net/cwg/issue2378,2025-11-03 17:07:36,success,,init-capture pack,WG21 CWG Issues,C++,,,,Behavior Change,The inconsistent grammar for reference init-capture of pack caused confusion and needed alignment with the common way packs of references are typically written.,https://cmeerw.org/issues/2378
86,https://wg21.cmeerw.net/cwg/issue2081,2025-11-03 17:07:34,success,,Function template return type redeclaration/specialization,,C++,2018-03 (WG21 CWG issue accepted as DR at Jacksonville meeting),,,Behavior Change,Ensures consistency in deduced and placeholder return types across redeclarations or specializations of function templates.,http://www.open-std.org/jtc1/sc22/wg21/docs/cwg_active.html#2081
88,https://wg21.cmeerw.net/cwg/issue2322,2025-11-03 17:07:35,success,,,,C++,,,,Behavior Change,Changes in substitution behavior for template deduction and lexical order were needed to ensure consistent behavior and address implementation variances.,https://cmeerw.org/issues/2322
90,https://wg21.cmeerw.net/cwg/issue2432,2025-11-03 17:07:36,success,,operator<=> (Defaulted three-way comparison operator),Standard Library,C++,,,,Behavior Change,Clarification and refinement of constraints for the synthesized three-way comparison operator return type `R`.,https://cmeerw.org/issues/2432
91,https://wg21.cmeerw.net/cwg/issue1632,2025-11-03 17:07:38,success,,Lambda expression capturing in member initializers,C++ Standard Library,C++,,,,Behavior Change,"The change ensures that lambdas appearing in `mem-initializer`s and `brace-or-equal-initializer`s are treated differently from other lambda contexts, allowing them access to `this` and non-static data members directly without requiring a capture list.",https://wg21.link/P0588R1
95,https://wg21.cmeerw.net/cwg/issue2379,2025-11-03 17:07:40,success,,friend declaration referring to a specialization of a function template,,C++,,,,Behavior Change,"To prohibit incorrect usage of inline, constexpr, consteval specifiers in friend declarations for function template specializations.",https://wg21.cmeerw.org/cwg/issue2379
93,https://wg21.cmeerw.net/cwg/issue2267,2025-11-03 17:07:40,success,,Copy-initialization of temporary with reference direct-initialization,WG21 CWG Issues,C++,2018-03 (Proposed - discussed March meeting),2019-02 (Accepted at February meeting),Updated reference initialization rules for prvalues in Section 9.5.5 [dcl.init.list],Behavior Change,"To eliminate inconsistencies in initialization behavior, such as differences between examples #1/#2 vs. #3/#6.",https://cmeerw.org/issues/2267
